,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
10,10,10,1219690872,🎃Dallas🎃,Justice_Rises,#GoBolts . #RaysUp . Anime & Manga lover.,2013-02-25 20:15:49+00:00,274,970,"['26995107', '1301529636', '2765062486']","[104, 50, 2]","[""@HarrisHarrisev9 @danielmarquezzz @SuperheroFeed I'm referring to Arrow, not Flash."", '@danielmarquezzz @SuperheroFeed But not enough cancel it, which is just frustrating.... grrrh....', ""@SuperheroFeed lol, wow.... never thought I'd see the day. Flash is also higher than SHIELD too, so wow....."", '@TVGrimReaper ABC is almost as worse as Jerry Jones and the pathetic Cowboys.', ""@TVGrimReaper ABC is the most stupidest and most dumbest network I have ever seen... it doesn't suprise me there dumb enough to renew this.""]","[692393451120431105, 692392855827058688, 692392680324796419, 692392027120635905, 692391584059518976]","[6, 6, 12, 8, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 9, 4, 8, 4, 1, 2, 10]","['busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'busy']","🎃Dallas🎃, also known as Justice_Rises, is a dedicated fan of sports teams like #GoBolts and #RaysUp as well as an avid lover of Anime & Manga. With a Twitter account created in 2013 and a sizeable following, Dallas engages in discussions about TV shows, superheroes, and sports. Their tweets reflect a passionate and opinionated individual who is not afraid to express their strong views on various topics."
11,11,11,443478242,Emmanuel,kalsmall,,2011-12-22 06:42:34+00:00,142,174,"['1301529636', '1001524393', '592815294']","[50, 16, 75]","['@wbvideomx Muy cierto genial pelicula y mas con Henry Cavill.', '@WBPicturesLatam @empiremagazine @BenAffleck Para mi siempre #Superman', '@IMAX @BatmanvSuperman #Superman', '@WBPicturesLatam @BatmanvSuperman  Ganara #Superman', '@WBPictures_Mx #Superman']","[692142762511220738, 692109652541194240, 691885961878355969, 691698876160430080, 691698663978958848]","[1, 0, 0, 0, 0, 1, 0, 1, 6, 3, 2, 2, 9, 0, 0, 0, 0, 0, 12, 2, 0, 1, 2, 3]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Emmanuel, known as kalsmall on Twitter, is a dedicated Superman fan with a passion for Henry Cavill's portrayal of the superhero. With a substantial following, Emmanuel engages actively on Twitter discussing movies and expressing unwavering support for #Superman. He values authenticity and remains loyal to his favorite superhero in various interactions."
12,12,12,374097243,Wendy Ann Patterson ( A.K..A. Babs(,BabsBatgirlfan,"41 year old woman, in a wheel chair due to being born with Cerebral Palsy, outspoken, up and coming aspiring novelist. Comic Book geek.",2011-09-15 18:10:17+00:00,1332,4591,"['341327554', '2281664328']","[97, 127]","['@kenjeong Watching Dr. Ken right now just love it, helps with my debilitating migraines and cerebral palsey. you are awesome :)', '@kenjeong Desperately need help in foreclosure in a power wheelchair on SSI need $1400.00 by the 30th. https://t.co/QjkQtotwGL even RTs TY.', '@drkenabc is so great I wish they would do a pre-order made on demand for the season set to be shipped just after the finale @kenjeong', 'I wonder if @drkenabc has gotten a season 2 order yet, last I heard they got a full season 1 order. It is fantastic @kenjeong is great in it', '@vegasdude83 @HerUniverse @starwars @Disney  shes written in. All we need is for Luke to find footage of the Clone Wars of her and Anakin.']","[692443543047024640, 692412591964946433, 692411774197321729, 692411237523546112, 692404722200870912]","[22, 21, 22, 31, 26, 34, 28, 10, 8, 1, 1, 0, 0, 11, 19, 12, 12, 36, 28, 47, 29, 37, 28, 23]","['busy', 'busy', 'busy', 'normal', 'busy', 'normal', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'normal', 'busy', 'normal', 'busy', 'busy']","Wendy Ann Patterson, also known as Babs, is a 41-year-old aspiring novelist and comic book geek. Despite being in a wheelchair due to Cerebral Palsy, she is outspoken and passionate about her interests. With a Twitter following of 1332, she engages with topics ranging from TV shows and movies to personal struggles, showcasing her supportive and determined nature."
13,13,13,1603580958,Cis Gender Sungod,SskSskWhitey,Cash Money,2013-07-18 14:45:33+00:00,463,139,[],[],"['@Mysterious_1050: ""When I\'m sitting down to watch BvS https://t.co/431drSBI9t"" LOL YES!!!!', ""I know the movie hasn't come out yet but I don't give a fuck! BEN AFFLECK IS THE BEST BRUCE WAYNE/BATMAN EVER!!!!!!! https://t.co/OpwaKH8uFM"", '@Mysterious_1050 Nothing can beat that SDCC trailer, NOTHING!!!!!', '#Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman #Batman', '""@heroichollywood: The evolution of fans on Ben Affleck being Batman https://t.co/uDrjA5jkxH""']","[692127358292213760, 691446897735643137, 691357906936025088, 691341048178540544, 691339101933428736]","[7, 5, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 3, 1, 3, 15, 5]","['busy', 'active', 'busy', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'active']","Character Description:
Name: Cis Gender Sungod
Username: SskSskWhitey
Description: Cash Money

Cis Gender Sungod, known as SskSskWhitey on Twitter, is an enthusiastic and devoted fan of superhero movies, particularly Batman. With a creation date in 2013, Cis Gender Sungod's account showcases a passion for Ben Affleck's portrayal of the Dark Knight. They engage in lively discussions with their 463 followers, often expressing strong opinions and excitement about upcoming movie releases. Their Twitter activity reveals a bold and outspoken personality, unapologetically celebrating their favorite superheroes and actors."
14,14,14,165180034,Mantine.eth(on farcaster),Mantine_eth,Pokemon Ens 🎩 https://t.co/QVxBQCTziW,2010-07-10 21:01:32+00:00,3410,3811,"['2797529315', '2267599075', '20295588', '2281664328']","[19, 54, 48, 127]",[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Mantine.eth (on farcaster), known as Mantine_eth, is a seasoned Twitter user since July 2010 with a passion for Pokemon adventures. With a sizeable following and an interest in the mystical world of Pokemon, Mantine.eth likely exudes creativity and a love for exploration. Their Twitter feed likely showcases their journey through different Pokemon regions and their interactions within the Pokemon community."
15,15,15,459612537,Marc David Gaudry,MarcDavidGaudry,Graphic Designer/Motion Graphics Artist / Cool Independent / Love Rock & Metal Music/ DC Comics Fan / NY Sports Fan / New Yorker For Life,2012-01-09 21:28:26+00:00,609,3263,"['26995107', '632173421', '2765062486', '2797529315', '20295588', '191940361', '183768366', '2259800258', '752472211', '2453827780', '1001524393', '1167115776', '3229108261', '364651031', '46292816', '2897285323', '3769927519', '1903077054', '3646911', '1301529636', '592815294']","[104, 92, 2, 19, 48, 9, 81, 46, 90, 47, 16, 108, 123, 106, 7, 52, 45, 79, 43, 50, 75]","['@KnownGoodGeek also use a goldeneye line to them to show her dismay ""boys with toys""', '@TeamBlackCanary @OraclesTower thats why dc has the multiverse as i consider dceu main earth with people who respect the lore', '@OraclesTower @TeamBlackCanary i have a feeling zack snyder would laugh at their face for them thinking that', '@SuperBroMovies definety that, why would they appease these fans, i got verbally attacked from them on the 5 train as i am a ga canary fan', '@SuperBroMovies and i &amp; most but i feel with olicity its the smallville clana 7 seasons love angle put into two seasons of arrow']","[692457255262932992, 692404601757286401, 692403466526916608, 692400287085125635, 692399757222940673]","[7, 14, 15, 16, 2, 6, 0, 0, 0, 0, 0, 0, 2, 5, 1, 7, 26, 22, 31, 18, 12, 30, 33, 14]","['busy', 'busy', 'busy', 'busy', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'active', 'normal', 'busy']","Marc David Gaudry, known online as MarcDavidGaudry, is a creatively talented graphic designer and motion graphics artist who exudes independent coolness. He is a devoted fan of rock and metal music, DC Comics, and New York sports teams. With a strong New Yorker spirit, Marc actively engages with fellow fans on Twitter, discussing DC lore, sharing opinions on entertainment, and fearlessly defending his favorite characters and storylines. He has a dedicated following and isn't afraid to speak his mind while staying true to his passions."
16,16,16,1001524393,Batman v Superman UK,DawnOfJusticeUK,"The official Twitter page for #BatmanvSuperman: Dawn of Justice from director @ZackSnyder. For all updates on Warner Bros UK titles, follow @WarnerBrosUK",2012-12-10 11:56:16+00:00,36105,183,['3646911'],[43],"['#Batman Or #Superman? #WhoWillWin #BatmanvSuperman https://t.co/Ei5L31cFcO', 'Witness the battle. Who will win? #Batman #Superman\nhttps://t.co/z7woILTHMs', '#Batman. #Superman. #WhoWillWin?\nhttps://t.co/vyU0IzZ3lk', '#Batman Or #Superman? #WhoWillWin #BatmanvSuperman https://t.co/Ei5L31cFcO', 'The fight is on! Tune in to the #BatmanvSuperman #MortalKombatX Twitch Tournament at 4:30pm #WhoWillWin \nhttps://t.co/0bAtouma5s']","[691346029749346305, 691598900822614016, 691556524989161472, 691346029749346305, 691243434464657408]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Batman v Superman UK, also known as DawnOfJusticeUK, is the official Twitter page for the movie #BatmanvSuperman: Dawn of Justice. With a sizable following of 36,105 fans, this account is dedicated to keeping followers updated on all things related to the film and other Warner Bros UK titles. They engage followers in friendly debates about #Batman and #Superman with enthusiasm and excitement, reflecting a mix of dedication, loyalty, and a passion for superhero entertainment."
17,17,17,339930191,LukeEvansTalk,LukeEvansTalk,Fan Twitter dedicated to Welsh actor Luke Evans. I'm NOT Luke. His Twitter is @TheRealLukevans. :) Proud #VoteBilbo Tweeter & #Luketeer.,2011-07-21 21:54:57+00:00,2980,273,['3646911'],[43],"['@THEHOLLYWOODSPY Welcome, Dezzy! 🐼 @chrissyinwm', '@saloi81 Mit mind. 50 bis weit über 100 Euronen muss man rechnen.', '@Arwen01Luketeer 🙊🙈 @heidi_holloway @monitroll65', '@heidi_holloway Die Hoffnung stirbt zu letzt. 😁 @Arwen01Luketeer @monitroll65', '@saloi81 Ja. Die verlangen Unsummen!!!! 😱']","[692457197029191681, 692447854879772674, 692447648943587332, 692447458744504322, 692447270214705153]","[3, 9, 4, 2, 0, 1, 0, 1, 0, 0, 2, 4, 11, 11, 4, 6, 8, 17, 4, 11, 13, 15, 12, 18]","['off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'busy', 'busy', 'busy', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy']","LukeEvansTalk is a dedicated fan Twitter account for Welsh actor Luke Evans, emphasizing that they are not Luke himself. With a significant follower count and active engagement through various tweets, they exhibit enthusiasm for supporting Luke's work and engaging with other fans. Their tweets often involve interactions with other fans, showcasing a friendly and supportive personality. As a proud #Luketeer, LukeEvansTalk is a vibrant and engaged member of the fan community."
18,18,18,1933994173,Comic Movie Fans,comicmoviefans,"This is a Twitter page for fans, who are interested in Comics and Movies.",2013-10-04 11:20:56+00:00,5756,5946,"['120447963', '3646911']","[82, 43]",[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Character Description:
Name: Comic Movie Fans
Username: comicmoviefans
Description: A dedicated Twitter page for fans of comics and movies, Comic Movie Fans has been engaging with a large following since October 2013. With a significant number of followers, they likely share a love for in-depth discussions, news updates, and fan theories related to the comic book and movie worlds. Their passion for comics and movies shines through their active online presence."
19,19,19,2797529315,Maybe: Will Smith (Banned from X?),bestever23,"poet, artist, blogger, gigolo, antagonist, fanboy. I identify as sexy.",2014-10-01 08:06:54+00:00,3052,1088,"['393664969', '2147938057', '120447963', '165180034', '459612537', '2765062486', '632173421', '23044593', '3229108261', '1903077054']","[41, 4, 82, 14, 15, 2, 92, 64, 123, 79]","[""If there's one movie that changed my life it's #BatmanBegins https://t.co/gQgVrSs6ED"", 'Ahahaha #LateNightwithWilliam https://t.co/EItDloq484', '@MichaelTweaton not if you stab someone with it.', ""@MichaelTweaton I'm sure the vibrator will."", ""@SunflowerJD I have and that's all I'm saying. It sucks but every heartbreak is a lesson.""]","[692433508237721600, 692275647411011584, 692273123186597888, 692272632960569347, 692272344090435584]","[24, 16, 12, 30, 20, 31, 18, 30, 32, 53, 35, 12, 30, 8, 14, 5, 10, 3, 12, 11, 25, 45, 56, 32]","['busy', 'busy', 'busy', 'active', 'busy', 'normal', 'busy', 'active', 'normal', 'normal', 'normal', 'busy', 'active', 'busy', 'busy', 'active', 'busy', 'off_line', 'busy', 'busy', 'busy', 'normal', 'normal', 'normal']","Character Description: Maybe: Will Smith, known as bestever23, is a multifaceted individual who dabbles in poetry, art, blogging, gigolo services, and often takes on the role of an antagonist. Despite his controversial nature, he has a dedicated following of 3052 fans on Twitter since joining in 2014. Maybe: Will Smith often shares his opinions and engages in witty banter on various topics, showcasing a mix of charm, confidence, and a hint of mischief in his interactions."
20,20,20,50571724,Rob-Sothoth,speculumfight,,2009-06-25 06:31:34+00:00,1815,972,['1301529636'],[50],"['A new favorite: Season 2 Pod 2- Wyles retires, 7s is finally back in action, Ron Burgundy gets a rugby team https://t.co/MXH7odkwlX', '@WWEBigE @TrueKofi @XavierWoodsPhD I dig the ""Run DMC"" New Day shirt', '@TopDrawerSoccer The whole world? At any level?', '@churchofsoccer Overreacting is the bedrock of any fanbase', '@ComiConverse I have no problem with it. What matters is the story they tell.']","[692425114609139714, 692418371707543553, 692416771836526592, 692408076888985600, 692407423253024768]","[1, 6, 10, 29, 20, 9, 13, 9, 1, 0, 0, 0, 1, 2, 43, 22, 37, 36, 46, 15, 8, 5, 1, 5]","['off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'normal', 'busy', 'normal', 'normal', 'normal', 'busy', 'busy', 'active', 'off_line', 'active']","Character Description:
Rob-Sothoth, also known as speculumfight, is a seasoned Twitter user who joined in 2009. With a substantial following and engagement, Rob-Sothoth shares thoughts on sports, pop culture, and storytelling. They exhibit a quick wit, evident in interactions with various accounts. Rob-Sothoth's Twitter presence reflects a blend of humor, passion for rugby, and a keen interest in diverse narratives."
21,21,21,3231370784,Batfamily_trivia,BatfamilyTrivia,"Originally from instagram, here you can get to know me a little better.  WATCH OUT FOR SPOILERS!",2015-05-31 06:06:17+00:00,734,180,"['26995107', '2765062486']","[104, 2]","['@GeekMotivation I know a few YouTubes that have created their own diverse characters 😉', '66K! https://t.co/Y3e34PNhOd', 'I feel like I was the one who reminded everyone #BatmanvSuperman was two months away 😏 #Batman #Superman', '#BatmanvSupermanDawnofJustice Two Months AWAY!?! https://t.co/jywfiQPJHk', ""He brought the War to Us! You know you can't win its suicide. You will give the people of Earth an ideal to strive for. #Batman #Superman""]","[692468943164940288, 692177826880036865, 691799443465736193, 691626978915516416, 691626813546745856]","[8, 24, 20, 20, 11, 6, 8, 5, 5, 0, 0, 0, 0, 0, 2, 2, 0, 2, 4, 4, 4, 7, 11, 10]","['busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'active', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy']","Batfamily_trivia, also known as BatfamilyTrivia, is a dedicated and knowledge-sharing individual with a passion for the Batman universe. Their Twitter feed showcases a mix of excitement and insightful hints, garnering a following intrigued by their expertise and enthusiasm. Always ready to engage in discussions and drop entertaining tidbits, Batfamily_trivia is a valuable resource for all things related to Batman and the DC universe."
22,22,22,481353475,Batman,WhatBatman,I'M BATMAN!! And I am the Night!! You think your following me but i'm watching you from the shadows....... IM BATMAN!! RP account #DC #Batman,2012-02-02 16:55:31+00:00,538,229,"['2281664328', '1001524393']","[127, 16]","['Batman! Sliding info into your timeline like.. https://t.co/LIKGw0Gj0S', 'You will https://t.co/r47TKAbvV6', 'Tell me... Do you Bleed? https://t.co/Yl3pqzNTN4', 'LORE - Dark Knight Returns Lore in a Minute!\n\nA quick catch up for my new movie #BatmanvSuperman  https://t.co/UcSMv1mROf', 'Batman vs Superman - The Dark Knight Returns 2 (HD) #Batman vs Superman  https://t.co/BkMj3lBauD']","[692467330723516416, 692465928366342144, 692465869532839936, 692465767527378947, 692464937801760768]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 7, 4, 1]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line']","Name: Batman
Username: WhatBatman
Followers: 538
Following: 229

Description:
Batman's Twitter presence embodies the mysterious and vigilant persona of the Dark Knight. With a strong focus on sharing content related to the #DC universe and Batman, this account showcases a blend of intrigue, intensity, and a touch of enigmatic charm. Followers can expect a mix of engaging tweets, often delivered with a dose of signature Batman flair. A master of weaving suspense into social media, Batman keeps a watchful eye over the Twitterverse, ensuring that justice prevails, one tweet at a time."
23,23,23,3954960492,Lorenzo,KyloMCRen,"I'm in Compton or A Galaxy Far, Far Away.",2015-10-20 06:07:08+00:00,2185,942,['2281664328'],[127],"['@thetracilords Lol!!! 😆', '@DJKITTIE So did you think Jon Favreau seemed like a great catch in his performance in ""Swingers"" then. Haha! #YoureSoMoney', ""@desertrose0000 @_RTDJ @ShockVillain @blackdee32 You're awesome homegirl, thank you! #Salute"", 'Into the night. Peace. https://t.co/k66MiiLSV2', ""@TheMercedesXXX @avnawards that's the class move you'd expect from @TheMercedesXXX. Still, very cool. Hats off to the troops!""]","[692174408480374784, 691876606965628929, 691554964678778880, 691138123120521217, 691128476452143104]","[0, 0, 6, 0, 0, 4, 2, 0, 0, 7, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","['off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Lorenzo, known as KyloMCRen, is a charismatic and engaging individual who exudes a blend of wit and charm both in Compton and in a galaxy far, far away. With a sizeable following on Twitter, Lorenzo's tweets showcase humor, pop culture references, and a genuine appreciation for others in his interactions. His account, established in 2015, reflects a mix of casual musings and shoutouts to friends, making him a well-liked presence in the Twitterverse."
24,24,24,269659900,Rachit Gupta,radiochatter,"Movies, movies and more movies",2011-03-21 06:37:17+00:00,1579,231,['3646911'],[43],"['986 crores! For a JCB... 😱  Now I have seen everything #olx #scam #maharashtra #Indian #crazy https://t.co/YnXddmXvkS', '.@ManUtd are the new red velvet cake, soft, gooey and easy to bite', 'Read about the big movies from 2016 in the latest @filmfare mag. Exclusive stills and all the buzz abt these films! https://t.co/X3ESGke1wF', 'Another #Piku in the making? With #AmitabhBachchan in #Te3n #TE3NtheFILM in Kolkata https://t.co/187no42urO', '""Checks ki loongi"" hahahahahaha @Krushna_KAS that was brilliant']","[691948698268475394, 690940420663152640, 690171632300589056, 690088651150249984, 688779743467024386]","[0, 0, 0, 0, 0, 1, 4, 3, 1, 0, 3, 1, 0, 2, 0, 3, 1, 2, 1, 0, 0, 2, 1, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Rachit Gupta, known as radiochatter on Twitter, is a cinephile with a passion for movies. With a substantial following, Rachit actively engages in conversations about Bollywood, sharing opinions on box office numbers, film reviews, and celebrity updates. He exudes wit, humor, and a deep knowledge of the film industry, making him a go-to source for all things cinema-related on social media."
25,25,25,58822055,sᴛᴜ,Stu_FX,• Virtual Production & Unreal Supervisor • Cinematography • VFX • Cinematics • Opinions my own • Cornish 〓〓,2009-07-21 15:17:52+00:00,5657,1533,"['1301529636', '3646911']","[50, 43]","['@HideItsRachel @megansmith_art wooooord https://t.co/Rn9dQWrGuy', '@HideItsRachel @megansmith_art did they ask you what your favourite film is? Did you say Avengers?', ""Dudes in the gym wearing Rich Piana 5% and Kai Greene Meds gear when they're 12 stone and have gel in their hair #getout"", '@InsertCoinTees always a pleasure!', ""@MizButtons @Projectstudios @camposanto haven't been excited for a game in ages, looks beautiful""]","[692470833546182656, 692469204394643457, 692346459841269761, 692343732570607616, 692319755093549057]","[4, 8, 2, 0, 0, 0, 0, 1, 0, 14, 3, 13, 16, 16, 7, 8, 5, 14, 7, 2, 0, 7, 5, 2]","['off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'active', 'busy', 'busy', 'off_line', 'off_line', 'busy', 'active', 'off_line']","Meet sᴛᴜ, known as Stu_FX in the virtual realm, the Virtual Production & Unreal Supervisor with a passion for cinematography, VFX, and cinematics. With a knack for sharing opinions and a touch of Cornish charm, sᴛᴜ engages with a diverse range of topics on Twitter, from film musings to gym humor and game excitement. Boasting a substantial following, sᴛᴜ's presence resonates with a blend of creativity, expertise, and genuine interactions."
26,26,26,2982787581,🦕𝓐𝓷𝓽𝓸~𝓜𝓪𝓻 🦖♞💌,Alpha_queen101,"💥There is no monster like me!!!💥
. 🐺23🧛🏻‍♀️,🔥💖Mujer💖, ♊Géminis♊,
🇦🇷 Ciudad autónoma de Buenos Aires 🇦🇷
🦕🦖",2015-01-17 17:57:11+00:00,350,544,"['2853621940', '26995107', '528761972', '4747574007', '2259800258', '3769927519', '2765062486', '1001524393', '191940361', '592815294']","[115, 104, 107, 86, 46, 45, 2, 16, 9, 75]","['#BatmanvSuperman #Superman #Batman ¿quien va ganar en la pelicula ?', '#BatmanvSuperman #Superman #Batman ¿quien va ganar en la pelicula ?', '#Superman #BatmanvSuperman  aaaaaaaawwwww!!!!!!  https://t.co/KWYsHuXMu0', '#BatmanvSuperman #Superman #Batman  #WonderWoman \nQue superhéroe te gusta mas??', '#BatmanvSuperman  ¿#Superman  o  #Batman?']","[692207471205732353, 692207471205732353, 692038001094979586, 691812667800031233, 691657166911053824]","[2, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 4, 1, 6, 3, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line']","🦕𝓐𝓷𝓽𝓸~𝓜𝓪𝓻 🦖♞💌, also known as Alpha_queen101, is a fierce and confident individual who proudly proclaims, ""There is no monster like me!!!"" 💥 With a mysterious aura and a hint of rebelliousness, this 23-year-old Gemini from Buenos Aires, Argentina, exudes an enigmatic charm. Her Twitter activity revolves around engaging conversations on topics like superhero showdowns and favorite characters, showcasing her playful and energetic nature. With a following of 350 and a penchant for expressing strong opinions, 🦕𝓐𝓷𝓽𝓸~𝓜𝓪𝓻 🦖♞💌 is a captivating presence in the online world."
27,27,27,158060758,beep_R_A.K.,beep_roadrunner,"It’s very easy to be different, but very difficult to be better. /

デザイン・建築・アート・ファッション・ガジェット・テック・甘味・旅・酒・食・映画",2010-06-21 17:32:30+00:00,3546,2514,['3646911'],[43],"['スマホ時代の動画マーケティング : YouTube×電通×DIGIDAY - DIGIDAY［日本版］ https://t.co/nkXBK3dYOI', 'Paintings of Animals on Wood Slices by Kirsten Roodbergen - Fubiz Media https://t.co/mfShQt8Wvl https://t.co/aS8JXYGWIc', '光で発熱する防寒ジャケットThermalTech出資募集中。曇り空や照明でも1～2分で快適に - Engadget Japanese https://t.co/q7toaMLQar https://t.co/zu1ueKULlz', 'Tilt Shift Reimaginations of Van Gogh Iconic Paintings by Serena Malyon - Fubiz Media https://t.co/z3AH3PiOLE https://t.co/fvjMmMdR1E', '’24: Legacy’ Sets Miranda Otto As Female Lead - Deadline https://t.co/D3Tz3fDPiV']","[692496097302945792, 692494855042392064, 692493662295572480, 692492299587227649, 692491888365064193]","[3, 0, 0, 32, 0, 0, 0, 0, 13, 37, 97, 181, 242, 160, 100, 182, 183, 193, 175, 215, 203, 234, 208, 184]","['off_line', 'off_line', 'off_line', 'normal', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']","Character Description:
Name: beep_R_A.K.
Username: beep_roadrunner
Description: Embraces uniqueness and values continuous self-improvement. Enthusiast of design, architecture, art, fashion, gadgets, tech, sweets, travel, wine, food, and movies. Shares a diverse array of content on Twitter, from tech innovations to artistic inspirations. With a sizeable following, this individual is a curator of intriguing and eclectic interests, always on the lookout for what's new and exceptional."
28,28,28,3296684255,meg,savgerobyn,"robyn, rakim, rza and riot • @arraxcweta 💙.",2015-05-24 15:39:16+00:00,2946,727,[],[],[],[],"[16, 17, 21, 19, 15, 12, 11, 10, 10, 8, 9, 11, 13, 12, 16, 19, 19, 19, 21, 21, 21, 20, 19, 18]",['off_line'],"Meg, also known as savgerobyn, is a Twitter user who finds inspiration in personalities like Robyn, Rakim, RZA, and Riot. With a deep appreciation for eclectic influences, Meg's account established in 2015 has attracted a significant following. Engaging with a diverse range of interests, Meg's profile exudes a blend of creativity, music appreciation, and a hint of mystery."
